Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Nitro lookbook id (product.metafields.nitro_lookbook.lookbook_product),Hide from Search (product.metafields.seo.hidden),Age group (product.metafields.shopify.age-group),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Included / Vietnam,Price / Vietnam,Compare At Price / Vietnam,Status
3d-custom-text-puff-embroidery-design-files-digital-download,3D Custom Text Puff Embroidery Design Files - Digital Download,"<p><strong>This is a digital product only.<br><br>Process:</strong><br>Once you place your order, our artists will draw your design and send it directly to you via email. You can request as many changes as needed until your design is perfect.</p>
<p><strong>Delivery:</strong><br>Upon approval, you’ll receive an email with a high-quality version of your design,  also accessible anytime through your account dashboard on our website.</p>",Eco Print,Uncategorized,"","",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,6.00,,false,false,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/il_1588xN.5978205249_g1u7_1.webp?v=1739702642,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
3d-custom-text-puff-embroidery-design-files-digital-download,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/il_1588xN.5930130076_kjx8.webp?v=1739702642,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d-custom-text-puff-embroidery-design-files-digital-download,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/il_1588xN.5993683315_q08q.webp?v=1739702835,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d-custom-text-puff-embroidery-design-files-digital-download,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/il_1588xN.6037983649_a69o.webp?v=1739702835,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d-custom-text-puff-embroidery-design-files-digital-download,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/4b01ceb5a256e7f6be089a0ff94d31d6.jpg?v=1739702835,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d-custom-text-puff-embroidery-design-files-digital-download,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/il_1588xN.6517386148_ha8z.webp?v=1739702824,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d-custom-text-puff-embroidery-design-files-digital-download,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/il_1588xN.6517386152_3u5j.webp?v=1739702824,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
custom-embroidery-logo-digitizing-service,Custom Embroidery Logo Digitizing Service,"<p><strong>This is a digital product only.<br><br>Process:</strong><br>Once you place your order, our artists will draw your design and send it directly to you via email. You can request as many changes as needed until your design is perfect.</p>
<p><strong>Delivery:</strong><br>Upon approval, you’ll receive an email with a high-quality version of your design,  also accessible anytime through your account dashboard on our website.</p>",Eco Print,Uncategorized,"","",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,8.00,,false,false,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/il_1588xN.5730603271_gb3h.webp?v=1740125385,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
custom-embroidery-logo-digitizing-service,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/il_1588xN.5903426794_owv0.webp?v=1740125385,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
custom-embroidery-logo-digitizing-service,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/il_1588xN.6387945667_civd.webp?v=1740125385,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
custom-embroidery-logo-digitizing-service,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/il_1588xN.5954888664_pqa3.png?v=1740125385,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
custom-embroidery-logo-digitizing-service,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/il_1588xN.5954893706_6t25.png?v=1740125385,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
printing-custom-fee,Custom Fee,"",Eco Print,Services > Business Services,"",_hidden,true,Custom Location,Large Center,,,,,,,,"",0.0,,-78,deny,manual,4.00,,false,false,"",,,,false,,,,,,,,,,,,,,,'1,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
printing-custom-fee,,,,,,,,,Left Sleeve,,,,,,,,"",0.0,,-76,deny,manual,1.00,,false,false,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
printing-custom-fee,,,,,,,,,Right Sleeve,,,,,,,,"",0.0,,-52,deny,manual,1.00,,false,false,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
printing-custom-fee,,,,,,,,,Cut Side Bow,,,,,,,,"",0.0,,-8,deny,manual,3.00,,false,false,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
printing-custom-fee,,,,,,,,,Special Location,,,,,,,,"",0.0,,-3,deny,manual,4.00,,false,false,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
printing-custom-fee,,,,,,,,,EMB file,,,,,,,,,0.0,,-37,deny,manual,3.00,,false,false,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
printing-custom-fee,,,,,,,,,DTG Printing,,,,,,,,,0.0,,-1,deny,manual,1.00,,false,false,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
printing-custom-fee,,,,,,,,,Printing file,,,,,,,,,0.0,,0,deny,manual,2.00,,false,false,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
printing-custom-fee,,,,,,,,,Back location,,,,,,,,,0.0,,0,deny,manual,4.00,,false,false,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
printing-custom-fee,,,,,,,,,Right Side Panel,,,,,,,,,0.0,,0,deny,manual,1.00,,false,false,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
printing-custom-fee,,,,,,,,,Left Side Panel,,,,,,,,,0.0,,0,deny,manual,1.00,,false,false,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
printing-custom-fee,,,,,,,,,Back Center,,,,,,,,,0.0,,-1,deny,manual,1.00,,false,false,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
custom-outline-embroidery-files-digital-only,Custom Outline Embroidery Files - Digital Only,"<p><strong>This is a digital product only.<br><br>Process:</strong><br>Once you place your order, our artists will draw your design and send it directly to you via email. You can request as many changes as needed until your design is perfect.</p>
<p><strong>Delivery:</strong><br>Upon approval, you’ll receive an email with a high-quality version of your design,  also accessible anytime through your account dashboard on our website.</p>",Eco Print,Uncategorized,"","",true,Title,Default Title,,,,,,,,"",0.0,,0,deny,manual,3.00,,false,false,"",https://cdn.shopify.com/s/files/1/0884/8162/8475/files/digital1_1.webp?v=1739521967,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
custom-outline-embroidery-files-digital-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/digital2.webp?v=1739521967,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
custom-outline-embroidery-files-digital-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/digital3.webp?v=1739521967,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
custom-outline-embroidery-files-digital-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/digital4.webp?v=1739521967,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
custom-outline-embroidery-files-digital-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/digital5.webp?v=1739521967,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
custom-outline-embroidery-files-digital-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/digital7.webp?v=1739521967,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
custom-outline-embroidery-files-digital-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/digital8.webp?v=1739521967,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
custom-outline-embroidery-files-digital-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/digital9.webp?v=1739521967,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
custom-pets-people-portrait-embroidery-files-digital-only,Custom Pets / People Portrait Embroidery Files - Digital Only,"<p><strong>This is a digital product only.<br><br>Process:</strong><br>Once you place your order, our artists will draw your design and send it directly to you via email. You can request as many changes as needed until your design is perfect.</p>
<p><strong>Delivery:</strong><br>Upon approval, you’ll receive an email with a high-quality version of your design,  also accessible anytime through your account dashboard on our website.</p>",Eco Print,Uncategorized,"","",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,4.00,,false,false,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/455974052_1507201110680950_4197678766517717968_n.jpg?v=1739637601,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
custom-pets-people-portrait-embroidery-files-digital-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/468040993_1580045530063174_6854064055667851447_n.jpg?v=1739637601,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
custom-pets-people-portrait-embroidery-files-digital-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/468854957_1586172056117188_8651769624366830686_n.jpg?v=1739637601,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
custom-pets-people-portrait-embroidery-files-digital-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/468735088_1586171772783883_5676976978283466787_n.jpg?v=1739637601,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
custom-pets-people-portrait-embroidery-files-digital-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/469049187_1586173899450337_1209582819263882488_n.jpg?v=1739637601,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
custom-pets-people-portrait-embroidery-files-digital-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/471333484_1603862007681526_1212329118610338936_n.jpg?v=1739637601,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
custom-pets-people-portrait-embroidery-files-digital-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/471450597_1603862294348164_58662412595393418_n.jpg?v=1739637601,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
custom-pets-people-portrait-embroidery-files-digital-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/471500688_1603864211014639_2954107127442220938_n.jpg?v=1739637601,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
custom-pets-people-portrait-embroidery-files-digital-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/471430381_1603864324347961_4977365690221553013_n.jpg?v=1739637601,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
custom-pets-people-portrait-embroidery-files-digital-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/471521117_1603864464347947_607024247093117933_n.jpg?v=1739637601,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
custom-pets-people-portrait-embroidery-files-digital-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/468735104_1586172879450439_9100237445975970808_n.jpg?v=1739637601,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweatshirt-embroidery,Embroidered Sweatshirts,"<ul>
<li>Heavy Blend features a cozy, brushed interior and an extensive color palette across a variety of silhouettes</li>
<li>1x1 rib with spandex for enhanced stretch and recovery</li>
<li>Classic fit, seamless body</li>
<li>Safety Green is compliant with ANSI - ISEA 107 high-visibility standards</li>
<li>High-performing tear-away label; transitioning to recycled material</li>
<li>Complete the look with our matching 18200 sweatpants</li>
<li>Fiber content varies by color, see color list for exceptions</li>
<li>Proud member of the U.S. Cotton Trust Protocol</li>
<li>Made with OEKO-TEX certified low-impact dyes</li>
</ul>",Eco Print,Apparel & Accessories > Clothing > Clothing Tops > Sweatshirts,"","",true,Color,dark-heather,product.metafields.shopify.color-pattern,Size,s,product.metafields.shopify.size,,,,Sweater-DarkHeather-S,400.0,,-5,deny,manual,14.90,,true,false,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/sw002.jpg?v=1737040045,1,"",false,,,,,,,,,,,,,,,,adults,,dark-heather; light-blue; light-pink; forest-green; navy; white; black; gray; beige; carolina-red; light-purple; mint,cotton,crew,s; m; l; xl; 2xl; 3xl; 4xl; 5xl,,unisex,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Dark_Heather.png?v=1737040045,kg,,,true,,,true,,,true,,,active
sweatshirt-embroidery,,,,,,,,,dark-heather,,,m,,,,,Sweater-DarkHeather-M,400.0,,-8,deny,manual,14.90,,true,false,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Dark_Heather.png?v=1737040045,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Dark_Heather.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,dark-heather,,,l,,,,,Sweater-DarkHeather-L,400.0,,-11,deny,manual,15.90,,true,false,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Blue.png?v=1737040045,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Dark_Heather.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,dark-heather,,,xl,,,,,Sweater-DarkHeather-XL,400.0,,-9,deny,manual,15.90,,true,false,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Pink.png?v=1737040045,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Dark_Heather.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,dark-heather,,,2xl,,,,,Sweater-DarkHeather-2XL,400.0,,-5,deny,manual,17.90,,true,false,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Forest_Green.png?v=1737040045,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Dark_Heather.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,dark-heather,,,3xl,,,,,Sweater-DarkHeather-3XL,400.0,,-2,deny,manual,18.90,,true,false,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Navy.png?v=1737040045,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Dark_Heather.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,dark-heather,,,4xl,,,,,Sweater-DarkHeather-4XL,400.0,,0,deny,manual,20.50,,true,false,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/White.png?v=1737040045,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Dark_Heather.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,dark-heather,,,5xl,,,,,Sweater-DarkHeather-5XL,400.0,,0,deny,manual,21.50,,true,false,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Black.png?v=1737040045,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Dark_Heather.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,light-blue,,,s,,,,,Sweater-Lightbule-S,400.0,,-10,deny,manual,14.90,,true,false,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Sport_Grey.png?v=1737040045,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Blue.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,light-blue,,,m,,,,,Sweater-Lightbule-M,400.0,,-14,deny,manual,14.90,,true,false,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Sand.png?v=1737040045,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Blue.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,light-blue,,,l,,,,,Sweater-Lightbule-L,400.0,,-11,deny,manual,15.90,,true,false,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Cardinal_Red.png?v=1737040045,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Blue.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,light-blue,,,xl,,,,,Sweater-Lightbule-XL,400.0,,-6,deny,manual,15.90,,true,false,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Gildan18000-MintGreen-HangingVol5-BohoBabeMockupscopy.jpg?v=1737040045,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Blue.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,light-blue,,,2xl,,,,,Sweater-Lightbule-2XL,400.0,,0,deny,manual,17.90,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Blue.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,light-blue,,,3xl,,,,,Sweater-Lightbule-3XL,400.0,,0,deny,manual,18.90,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Blue.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,light-blue,,,4xl,,,,,Sweater-Lightbule-4XL,400.0,,0,deny,manual,20.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Blue.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,light-blue,,,5xl,,,,,Sweater-Lightbule-5XL,400.0,,0,deny,manual,21.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Blue.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,light-pink,,,s,,,,,Sweater-lightpink-s,400.0,,-8,deny,manual,14.90,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Pink.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,light-pink,,,m,,,,,Sweater-lightpink-m,400.0,,-13,deny,manual,14.90,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Pink.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,light-pink,,,l,,,,,Sweater-lightpink-l,400.0,,-16,deny,manual,15.90,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Pink.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,light-pink,,,xl,,,,,Sweater-lightpink-xl,400.0,,-10,deny,manual,15.90,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Pink.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,light-pink,,,2xl,,,,,Sweater-lightpink-2xl,400.0,,-7,deny,manual,17.90,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Pink.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,light-pink,,,3xl,,,,,Sweater-lightpink-3xl,400.0,,-2,deny,manual,18.90,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Pink.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,light-pink,,,4xl,,,,,Sweater-lightpink-4xl,400.0,,0,deny,manual,20.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Pink.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,light-pink,,,5xl,,,,,Sweater-lightpink-5xl,400.0,,0,deny,manual,21.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Light_Pink.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,forest-green,,,s,,,,,Sweater-forestgreen-s,400.0,,-4,deny,manual,14.90,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Forest_Green.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,forest-green,,,m,,,,,Sweater-forestgreen-m,400.0,,-10,deny,manual,14.90,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Forest_Green.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,forest-green,,,l,,,,,Sweater-forestgreen-l,400.0,,-9,deny,manual,15.90,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Forest_Green.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,forest-green,,,xl,,,,,Sweater-forestgreen-xl,400.0,,-12,deny,manual,15.90,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Forest_Green.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,forest-green,,,2xl,,,,,Sweater-forestgreen-2xl,400.0,,-9,deny,manual,17.90,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Forest_Green.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,forest-green,,,3xl,,,,,Sweater-forestgreen-3xl,400.0,,-5,deny,manual,18.90,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Forest_Green.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,forest-green,,,4xl,,,,,Sweater-forestgreen-4xl,400.0,,-1,deny,manual,20.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Forest_Green.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,forest-green,,,5xl,,,,,Sweater-forestgreen-5xl,400.0,,-1,deny,manual,21.50,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Forest_Green.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,navy,,,s,,,,,Sweater-navy-s,400.0,,-6,deny,manual,14.90,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Navy.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,navy,,,m,,,,,Sweater-navy-m,400.0,,-8,deny,manual,14.90,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Navy.png?v=1737040045,kg,,,,,,,,,,,,
sweatshirt-embroidery,,,,,,,,,navy,,,l,,,,,Sweater-navy-l,400.0,,-6,deny,manual,15.90,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0884/8162/8475/files/Navy.png?v=1737040045,kg,,,,,,,,,,,,
